Virus Strain,Vaccine Element,HLA,Immunogenicity Score,Binding,Error Rate
Rotavirus,vaccine_element_77,HLA-B*52,0.6,431.0,0.42
Rotavirus,vaccine_element_77,HLA-A*54,0.79,827.0,0.38
Rotavirus,vaccine_element_77,HLA-B*60,0.85,1787.0,0.48
Rotavirus,vaccine_element_77,HLA-B*93,0.43,1556.0,0.15
Rotavirus,vaccine_element_77,HLA-B*32,0.79,1595.0,0.46
Rotavirus,vaccine_element_77,HLA-A*12,0.78,665.0,0.56
Rotavirus,vaccine_element_77,HLA-B*54,0.72,301.0,0.3
Rotavirus,vaccine_element_78,HLA-B*40,0.36,1950.0,0.53
Rotavirus,vaccine_element_78,HLA-B*49,0.43,1079.0,0.2
Rotavirus,vaccine_element_78,HLA-B*18,0.51,1350.0,0.52
Rotavirus,vaccine_element_78,HLA-A*19,0.62,1288.0,0.42
Rotavirus,vaccine_element_78,HLA-A*40,0.93,907.0,0.38
Rotavirus,vaccine_element_78,HLA-B*33,0.42,1744.0,0.21
Rotavirus,vaccine_element_78,HLA-A*26,0.76,1102.0,0.29
Rotavirus,vaccine_element_78,HLA-B*12,0.54,1400.0,0.32
Rotavirus,vaccine_element_78,HLA-B*97,0.95,370.0,0.42
Rotavirus,vaccine_element_78,HLA-B*09,0.52,1487.0,0.1
Rotavirus,vaccine_element_78,HLA-B*89,0.55,1192.0,0.57
Rotavirus,vaccine_element_78,HLA-A*45,0.69,1029.0,0.66
Rotavirus,vaccine_element_78,HLA-A*58,0.66,1236.0,0.42
Rotavirus,vaccine_element_78,HLA-A*81,0.48,404.0,0.54
Rotavirus,vaccine_element_78,HLA-A*27,0.33,1351.0,0.06
Rotavirus,vaccine_element_78,HLA-B*50,0.78,427.0,0.58
Rotavirus,vaccine_element_78,HLA-A*95,0.75,1024.0,0.54
Rotavirus,vaccine_element_78,HLA-B*81,0.57,804.0,0.04
Rotavirus,vaccine_element_78,HLA-B*29,0.45,1347.0,0.12
Rotavirus,vaccine_element_78,HLA-B*51,0.38,1514.0,0.64
Rotavirus,vaccine_element_78,HLA-A*44,0.54,1456.0,0.14
Rotavirus,vaccine_element_78,HLA-B*82,0.73,1180.0,0.37
Rotavirus,vaccine_element_78,HLA-B*72,0.71,1171.0,0.13
Rotavirus,vaccine_element_78,HLA-B*52,0.9,1493.0,0.26
Rotavirus,vaccine_element_78,HLA-A*54,0.6,319.0,0.27
Rotavirus,vaccine_element_78,HLA-B*60,0.91,728.0,0.22
Rotavirus,vaccine_element_78,HLA-B*93,0.64,1615.0,0.27
Rotavirus,vaccine_element_78,HLA-B*32,0.62,401.0,0.26
Rotavirus,vaccine_element_78,HLA-A*12,0.88,1024.0,0.44
Rotavirus,vaccine_element_78,HLA-B*54,0.9,749.0,0.64
Rotavirus,vaccine_element_79,HLA-B*40,0.72,1888.0,0.64
Rotavirus,vaccine_element_79,HLA-B*49,0.63,559.0,0.22
Rotavirus,vaccine_element_79,HLA-B*18,0.78,1219.0,0.05
Rotavirus,vaccine_element_79,HLA-A*19,0.5,1814.0,0.5
Rotavirus,vaccine_element_79,HLA-A*40,0.58,962.0,0.11
Rotavirus,vaccine_element_79,HLA-B*33,0.47,1862.0,0.31
Rotavirus,vaccine_element_79,HLA-A*26,0.43,724.0,0.31
Rotavirus,vaccine_element_79,HLA-B*12,0.91,1176.0,0.33
Rotavirus,vaccine_element_79,HLA-B*97,0.85,578.0,0.47
Rotavirus,vaccine_element_79,HLA-B*09,0.73,1791.0,0.63
Rotavirus,vaccine_element_79,HLA-B*89,0.33,1344.0,0.16
Rotavirus,vaccine_element_79,HLA-A*45,0.98,316.0,0.57
Rotavirus,vaccine_element_79,HLA-A*58,0.35,1387.0,0.12
Rotavirus,vaccine_element_79,HLA-A*81,0.72,1169.0,0.04
Rotavirus,vaccine_element_79,HLA-A*27,0.93,1455.0,0.13
Rotavirus,vaccine_element_79,HLA-B*50,0.55,1063.0,0.17
Rotavirus,vaccine_element_79,HLA-A*95,0.43,1643.0,0.2
Rotavirus,vaccine_element_79,HLA-B*81,0.79,1340.0,0.44
Rotavirus,vaccine_element_79,HLA-B*29,0.74,1721.0,0.17
Rotavirus,vaccine_element_79,HLA-B*51,0.64,443.0,0.27
Rotavirus,vaccine_element_79,HLA-A*44,0.98,1154.0,0.14
Rotavirus,vaccine_element_79,HLA-B*82,0.97,588.0,0.51
Rotavirus,vaccine_element_79,HLA-B*72,0.37,610.0,0.05
Rotavirus,vaccine_element_79,HLA-B*52,0.35,1661.0,0.04
Rotavirus,vaccine_element_79,HLA-A*54,0.48,986.0,0.16
Rotavirus,vaccine_element_79,HLA-B*60,0.75,1510.0,0.33
Rotavirus,vaccine_element_79,HLA-B*93,0.96,1605.0,0.56
Rotavirus,vaccine_element_79,HLA-B*32,0.64,491.0,0.09
Rotavirus,vaccine_element_79,HLA-A*12,0.56,1670.0,0.22
Rotavirus,vaccine_element_79,HLA-B*54,0.41,1000.0,0.6
Rotavirus,vaccine_element_80,HLA-B*40,0.73,1251.0,0.3
Rotavirus,vaccine_element_80,HLA-B*49,0.72,1635.0,0.22
Rotavirus,vaccine_element_80,HLA-B*18,0.53,1320.0,0.63
Rotavirus,vaccine_element_80,HLA-A*19,0.46,1554.0,0.42
Rotavirus,vaccine_element_80,HLA-A*40,0.61,924.0,0.33
Rotavirus,vaccine_element_80,HLA-B*33,0.64,1550.0,0.63
Rotavirus,vaccine_element_80,HLA-A*26,1.0,775.0,0.47
Rotavirus,vaccine_element_80,HLA-B*12,0.81,1916.0,0.22
Rotavirus,vaccine_element_80,HLA-B*97,0.79,613.0,0.41
Rotavirus,vaccine_element_80,HLA-B*09,0.64,525.0,0.31
Rotavirus,vaccine_element_80,HLA-B*89,0.87,984.0,0.34
Rotavirus,vaccine_element_80,HLA-A*45,0.84,1815.0,0.47
Rotavirus,vaccine_element_80,HLA-A*58,0.78,623.0,0.6
Rotavirus,vaccine_element_80,HLA-A*81,0.33,1738.0,0.08
Rotavirus,vaccine_element_80,HLA-A*27,0.55,883.0,0.66
Rotavirus,vaccine_element_80,HLA-B*50,0.69,495.0,0.37
Rotavirus,vaccine_element_80,HLA-A*95,0.59,898.0,0.2
Rotavirus,vaccine_element_80,HLA-B*81,0.53,1870.0,0.37
Rotavirus,vaccine_element_80,HLA-B*29,0.52,842.0,0.44
Rotavirus,vaccine_element_80,HLA-B*51,0.65,523.0,0.25
Rotavirus,vaccine_element_80,HLA-A*44,0.56,529.0,0.07
Rotavirus,vaccine_element_80,HLA-B*82,0.94,1362.0,0.63
Rotavirus,vaccine_element_80,HLA-B*72,0.65,523.0,0.29
Rotavirus,vaccine_element_80,HLA-B*52,0.4,1616.0,0.4
Rotavirus,vaccine_element_80,HLA-A*54,0.81,1174.0,0.36
Rotavirus,vaccine_element_80,HLA-B*60,0.97,1964.0,0.34
Rotavirus,vaccine_element_80,HLA-B*93,0.39,1930.0,0.14
Rotavirus,vaccine_element_80,HLA-B*32,0.35,500.0,0.36
Rotavirus,vaccine_element_80,HLA-A*12,0.81,1741.0,0.49
Rotavirus,vaccine_element_80,HLA-B*54,0.59,497.0,0.43
Rotavirus,vaccine_element_81,HLA-B*40,0.78,314.0,0.08
Rotavirus,vaccine_element_81,HLA-B*49,0.57,1677.0,0.2
Rotavirus,vaccine_element_81,HLA-B*18,0.87,823.0,0.24
Rotavirus,vaccine_element_81,HLA-A*19,0.46,372.0,0.21
Rotavirus,vaccine_element_81,HLA-A*40,0.98,1991.0,0.24
Rotavirus,vaccine_element_81,HLA-B*33,0.49,870.0,0.5
Rotavirus,vaccine_element_81,HLA-A*26,0.88,1733.0,0.52
Rotavirus,vaccine_element_81,HLA-B*12,0.99,1229.0,0.21
Rotavirus,vaccine_element_81,HLA-B*97,0.41,1215.0,0.12
Rotavirus,vaccine_element_81,HLA-B*09,0.95,525.0,0.09
Rotavirus,vaccine_element_81,HLA-B*89,0.63,319.0,0.66
Rotavirus,vaccine_element_81,HLA-A*45,0.95,1654.0,0.39
Rotavirus,vaccine_element_81,HLA-A*58,0.57,1044.0,0.27
Rotavirus,vaccine_element_81,HLA-A*81,0.61,1302.0,0.62
Rotavirus,vaccine_element_81,HLA-A*27,0.39,945.0,0.58
Rotavirus,vaccine_element_81,HLA-B*50,0.5,1865.0,0.47
Rotavirus,vaccine_element_81,HLA-A*95,0.71,1989.0,0.45
Rotavirus,vaccine_element_81,HLA-B*81,0.49,524.0,0.67
Rotavirus,vaccine_element_81,HLA-B*29,0.4,1583.0,0.36
Rotavirus,vaccine_element_81,HLA-B*51,0.55,393.0,0.61
Rotavirus,vaccine_element_81,HLA-A*44,0.9,355.0,0.13
Rotavirus,vaccine_element_81,HLA-B*82,0.53,1307.0,0.27
Rotavirus,vaccine_element_81,HLA-B*72,0.58,1644.0,0.46
Rotavirus,vaccine_element_81,HLA-B*52,0.55,651.0,0.6
Rotavirus,vaccine_element_81,HLA-A*54,0.53,1812.0,0.37
Rotavirus,vaccine_element_81,HLA-B*60,0.71,1990.0,0.18
Rotavirus,vaccine_element_81,HLA-B*93,0.88,679.0,0.41
Rotavirus,vaccine_element_81,HLA-B*32,0.91,1707.0,0.64
Rotavirus,vaccine_element_81,HLA-A*12,0.74,1067.0,0.19
Rotavirus,vaccine_element_81,HLA-B*54,0.97,917.0,0.63
Rotavirus,vaccine_element_82,HLA-B*40,0.92,1277.0,0.08
Rotavirus,vaccine_element_82,HLA-B*49,0.42,875.0,0.22
Rotavirus,vaccine_element_82,HLA-B*18,0.42,1815.0,0.52
Rotavirus,vaccine_element_82,HLA-A*19,0.78,356.0,0.53
Rotavirus,vaccine_element_82,HLA-A*40,0.48,837.0,0.38
Rotavirus,vaccine_element_82,HLA-B*33,0.85,709.0,0.17
Rotavirus,vaccine_element_82,HLA-A*26,0.92,1495.0,0.64
Rotavirus,vaccine_element_82,HLA-B*12,0.35,1953.0,0.59
Rotavirus,vaccine_element_82,HLA-B*97,0.65,351.0,0.67
Rotavirus,vaccine_element_82,HLA-B*09,0.95,1596.0,0.58
Rotavirus,vaccine_element_82,HLA-B*89,0.72,870.0,0.41
Rotavirus,vaccine_element_82,HLA-A*45,0.58,1274.0,0.49
Rotavirus,vaccine_element_82,HLA-A*58,0.89,758.0,0.63
Rotavirus,vaccine_element_82,HLA-A*81,0.62,382.0,0.54
Rotavirus,vaccine_element_82,HLA-A*27,0.79,449.0,0.62
Rotavirus,vaccine_element_82,HLA-B*50,0.38,1134.0,0.3
Rotavirus,vaccine_element_82,HLA-A*95,0.63,434.0,0.57
Rotavirus,vaccine_element_82,HLA-B*81,0.68,1352.0,0.16
Rotavirus,vaccine_element_82,HLA-B*29,0.59,1472.0,0.39
Rotavirus,vaccine_element_82,HLA-B*51,0.33,610.0,0.44
Rotavirus,vaccine_element_82,HLA-A*44,0.71,742.0,0.46
Rotavirus,vaccine_element_82,HLA-B*82,0.57,1310.0,0.36
Rotavirus,vaccine_element_82,HLA-B*72,0.68,352.0,0.1
Rotavirus,vaccine_element_82,HLA-B*52,0.41,786.0,0.24
Rotavirus,vaccine_element_82,HLA-A*54,0.87,934.0,0.44
Rotavirus,vaccine_element_82,HLA-B*60,0.7,741.0,0.57
Rotavirus,vaccine_element_82,HLA-B*93,0.55,1850.0,0.37
Rotavirus,vaccine_element_82,HLA-B*32,0.38,780.0,0.51
Rotavirus,vaccine_element_82,HLA-A*12,0.55,1456.0,0.36
Rotavirus,vaccine_element_82,HLA-B*54,0.49,1719.0,0.58
Rotavirus,vaccine_element_83,HLA-B*40,0.69,1438.0,0.32
Rotavirus,vaccine_element_83,HLA-B*49,0.5,360.0,0.31
Rotavirus,vaccine_element_83,HLA-B*18,0.8,618.0,0.32
Rotavirus,vaccine_element_83,HLA-A*19,0.57,821.0,0.25
Rotavirus,vaccine_element_83,HLA-A*40,0.86,1687.0,0.15
Rotavirus,vaccine_element_83,HLA-B*33,0.94,1072.0,0.48
Rotavirus,vaccine_element_83,HLA-A*26,0.99,912.0,0.06
Rotavirus,vaccine_element_83,HLA-B*12,0.79,1646.0,0.51
Rotavirus,vaccine_element_83,HLA-B*97,0.99,531.0,0.3
Rotavirus,vaccine_element_83,HLA-B*09,0.73,428.0,0.45
Rotavirus,vaccine_element_83,HLA-B*89,0.38,1802.0,0.31
Rotavirus,vaccine_element_83,HLA-A*45,0.81,1124.0,0.08
Rotavirus,vaccine_element_83,HLA-A*58,0.44,1705.0,0.58
Rotavirus,vaccine_element_83,HLA-A*81,0.61,1196.0,0.51
Rotavirus,vaccine_element_83,HLA-A*27,0.38,624.0,0.06
Rotavirus,vaccine_element_83,HLA-B*50,0.62,550.0,0.3
Rotavirus,vaccine_element_83,HLA-A*95,0.59,831.0,0.51
Rotavirus,vaccine_element_83,HLA-B*81,0.81,1728.0,0.2
Rotavirus,vaccine_element_83,HLA-B*29,0.59,1558.0,0.5
Rotavirus,vaccine_element_83,HLA-B*51,0.67,708.0,0.1
Rotavirus,vaccine_element_83,HLA-A*44,0.91,798.0,0.06
Rotavirus,vaccine_element_83,HLA-B*82,0.32,1845.0,0.6
Rotavirus,vaccine_element_83,HLA-B*72,0.86,1106.0,0.45
Rotavirus,vaccine_element_83,HLA-B*52,0.84,328.0,0.13
Rotavirus,vaccine_element_83,HLA-A*54,0.67,1083.0,0.2
Rotavirus,vaccine_element_83,HLA-B*60,0.75,1332.0,0.61
Rotavirus,vaccine_element_83,HLA-B*93,0.74,1854.0,0.24
Rotavirus,vaccine_element_83,HLA-B*32,0.51,480.0,0.41
Rotavirus,vaccine_element_83,HLA-A*12,0.63,1482.0,0.12
Rotavirus,vaccine_element_83,HLA-B*54,0.92,325.0,0.08
Rotavirus,vaccine_element_84,HLA-B*40,0.84,1859.0,0.44
Rotavirus,vaccine_element_84,HLA-B*49,0.39,1599.0,0.22
Rotavirus,vaccine_element_84,HLA-B*18,0.85,1269.0,0.59
Rotavirus,vaccine_element_84,HLA-A*19,0.56,922.0,0.48
Rotavirus,vaccine_element_84,HLA-A*40,0.84,1504.0,0.11
Rotavirus,vaccine_element_84,HLA-B*33,0.46,675.0,0.14
Rotavirus,vaccine_element_84,HLA-A*26,0.86,647.0,0.55
Rotavirus,vaccine_element_84,HLA-B*12,0.6,950.0,0.45
Rotavirus,vaccine_element_84,HLA-B*97,0.96,1766.0,0.63
Rotavirus,vaccine_element_84,HLA-B*09,0.61,738.0,0.25
Rotavirus,vaccine_element_84,HLA-B*89,0.76,1206.0,0.24
Rotavirus,vaccine_element_84,HLA-A*45,0.86,1907.0,0.36
Rotavirus,vaccine_element_84,HLA-A*58,0.54,314.0,0.15
Rotavirus,vaccine_element_84,HLA-A*81,0.62,1038.0,0.46
Rotavirus,vaccine_element_84,HLA-A*27,0.6,556.0,0.19
Rotavirus,vaccine_element_84,HLA-B*50,0.36,782.0,0.33
Rotavirus,vaccine_element_84,HLA-A*95,0.88,1207.0,0.55
Rotavirus,vaccine_element_84,HLA-B*81,0.51,752.0,0.16
Rotavirus,vaccine_element_84,HLA-B*29,0.84,780.0,0.15
Rotavirus,vaccine_element_84,HLA-B*51,0.79,1902.0,0.48
Rotavirus,vaccine_element_84,HLA-A*44,0.45,1739.0,0.14
Rotavirus,vaccine_element_84,HLA-B*82,0.76,1887.0,0.39
Rotavirus,vaccine_element_84,HLA-B*72,0.41,1515.0,0.38
Rotavirus,vaccine_element_84,HLA-B*52,0.72,1765.0,0.13
Rotavirus,vaccine_element_84,HLA-A*54,0.69,1350.0,0.17
Rotavirus,vaccine_element_84,HLA-B*60,0.93,410.0,0.16
Rotavirus,vaccine_element_84,HLA-B*93,0.51,1149.0,0.46
Rotavirus,vaccine_element_84,HLA-B*32,0.96,504.0,0.17
Rotavirus,vaccine_element_84,HLA-A*12,0.98,1749.0,0.25
Rotavirus,vaccine_element_84,HLA-B*54,0.98,575.0,0.24
Rotavirus,vaccine_element_85,HLA-B*40,0.62,1575.0,0.34
Rotavirus,vaccine_element_85,HLA-B*49,0.47,756.0,0.36
Rotavirus,vaccine_element_85,HLA-B*18,0.92,1522.0,0.41
Rotavirus,vaccine_element_85,HLA-A*19,0.73,1533.0,0.09
Rotavirus,vaccine_element_85,HLA-A*40,0.42,503.0,0.4
Rotavirus,vaccine_element_85,HLA-B*33,0.78,1867.0,0.51
Rotavirus,vaccine_element_85,HLA-A*26,0.91,1735.0,0.1
Rotavirus,vaccine_element_85,HLA-B*12,0.46,574.0,0.43
Rotavirus,vaccine_element_85,HLA-B*97,0.75,1463.0,0.26
Rotavirus,vaccine_element_85,HLA-B*09,0.92,628.0,0.56
Rotavirus,vaccine_element_85,HLA-B*89,0.39,1960.0,0.49
Rotavirus,vaccine_element_85,HLA-A*45,0.36,1016.0,0.28
Rotavirus,vaccine_element_85,HLA-A*58,0.71,435.0,0.07
Rotavirus,vaccine_element_85,HLA-A*81,0.99,935.0,0.67
Rotavirus,vaccine_element_85,HLA-A*27,0.62,502.0,0.63
Rotavirus,vaccine_element_85,HLA-B*50,0.64,1064.0,0.25
Rotavirus,vaccine_element_85,HLA-A*95,0.8,1248.0,0.15
Rotavirus,vaccine_element_85,HLA-B*81,0.54,310.0,0.62
Rotavirus,vaccine_element_85,HLA-B*29,0.49,1285.0,0.52
Rotavirus,vaccine_element_85,HLA-B*51,0.47,1410.0,0.24
Rotavirus,vaccine_element_85,HLA-A*44,0.32,1873.0,0.2
Rotavirus,vaccine_element_85,HLA-B*82,0.66,691.0,0.42
Rotavirus,vaccine_element_85,HLA-B*72,0.42,342.0,0.38
Rotavirus,vaccine_element_85,HLA-B*52,0.73,1083.0,0.29
Rotavirus,vaccine_element_85,HLA-A*54,0.45,850.0,0.08
Rotavirus,vaccine_element_85,HLA-B*60,0.45,1720.0,0.26
Rotavirus,vaccine_element_85,HLA-B*93,0.86,1901.0,0.22
Rotavirus,vaccine_element_85,HLA-B*32,0.66,1183.0,0.2
Rotavirus,vaccine_element_85,HLA-A*12,0.6,426.0,0.32
Rotavirus,vaccine_element_85,HLA-B*54,0.99,1583.0,0.21
Rotavirus,vaccine_element_86,HLA-B*40,0.67,1112.0,0.46
Rotavirus,vaccine_element_86,HLA-B*49,0.39,945.0,0.2
Rotavirus,vaccine_element_86,HLA-B*18,0.65,1714.0,0.63
Rotavirus,vaccine_element_86,HLA-A*19,0.4,1979.0,0.21
Rotavirus,vaccine_element_86,HLA-A*40,0.56,1246.0,0.63
Rotavirus,vaccine_element_86,HLA-B*33,0.91,1822.0,0.05
Rotavirus,vaccine_element_86,HLA-A*26,0.52,664.0,0.2
Rotavirus,vaccine_element_86,HLA-B*12,0.89,1439.0,0.11
Rotavirus,vaccine_element_86,HLA-B*97,0.51,1196.0,0.2
Rotavirus,vaccine_element_86,HLA-B*09,0.36,1314.0,0.09
Rotavirus,vaccine_element_86,HLA-B*89,0.94,1429.0,0.49
Rotavirus,vaccine_element_86,HLA-A*45,0.81,1071.0,0.55
Rotavirus,vaccine_element_86,HLA-A*58,0.37,1197.0,0.49
Rotavirus,vaccine_element_86,HLA-A*81,0.79,1885.0,0.41
Rotavirus,vaccine_element_86,HLA-A*27,0.59,1178.0,0.09
Rotavirus,vaccine_element_86,HLA-B*50,0.74,546.0,0.07
Rotavirus,vaccine_element_86,HLA-A*95,0.45,1930.0,0.52
Rotavirus,vaccine_element_86,HLA-B*81,0.5,1236.0,0.38
Rotavirus,vaccine_element_86,HLA-B*29,0.93,920.0,0.2
Rotavirus,vaccine_element_86,HLA-B*51,0.85,1338.0,0.14
Rotavirus,vaccine_element_86,HLA-A*44,0.72,1029.0,0.55
Rotavirus,vaccine_element_86,HLA-B*82,0.87,1397.0,0.65
Rotavirus,vaccine_element_86,HLA-B*72,0.69,986.0,0.07
Rotavirus,vaccine_element_86,HLA-B*52,0.61,1161.0,0.49
Rotavirus,vaccine_element_86,HLA-A*54,0.37,728.0,0.04
Rotavirus,vaccine_element_86,HLA-B*60,0.81,1151.0,0.3
Rotavirus,vaccine_element_86,HLA-B*93,0.87,1299.0,0.26
Rotavirus,vaccine_element_86,HLA-B*32,0.87,481.0,0.62
Rotavirus,vaccine_element_86,HLA-A*12,0.8,346.0,0.61
Rotavirus,vaccine_element_86,HLA-B*54,0.34,1344.0,0.22
Rotavirus,vaccine_element_87,HLA-B*40,0.47,1810.0,0.41
Rotavirus,vaccine_element_87,HLA-B*49,0.95,382.0,0.35
Rotavirus,vaccine_element_87,HLA-B*18,0.36,1325.0,0.52
Rotavirus,vaccine_element_87,HLA-A*19,0.35,1168.0,0.58
Rotavirus,vaccine_element_87,HLA-A*40,0.93,815.0,0.33
Rotavirus,vaccine_element_87,HLA-B*33,0.88,921.0,0.16
Rotavirus,vaccine_element_87,HLA-A*26,0.78,1526.0,0.46
Rotavirus,vaccine_element_87,HLA-B*12,0.63,578.0,0.61
Rotavirus,vaccine_element_87,HLA-B*97,0.83,1051.0,0.48
Rotavirus,vaccine_element_87,HLA-B*09,0.97,1615.0,0.48
Rotavirus,vaccine_element_87,HLA-B*89,0.81,1395.0,0.31
Rotavirus,vaccine_element_87,HLA-A*45,0.44,1006.0,0.52
Rotavirus,vaccine_element_87,HLA-A*58,0.39,1518.0,0.36
Rotavirus,vaccine_element_87,HLA-A*81,0.51,902.0,0.36
Rotavirus,vaccine_element_87,HLA-A*27,0.54,954.0,0.67
Rotavirus,vaccine_element_87,HLA-B*50,0.38,1621.0,0.53
Rotavirus,vaccine_element_87,HLA-A*95,0.64,1822.0,0.62
Rotavirus,vaccine_element_87,HLA-B*81,0.74,1212.0,0.31
Rotavirus,vaccine_element_87,HLA-B*29,0.49,443.0,0.3
Rotavirus,vaccine_element_87,HLA-B*51,0.55,1406.0,0.37
Rotavirus,vaccine_element_87,HLA-A*44,0.87,1456.0,0.49
Rotavirus,vaccine_element_87,HLA-B*82,0.44,1853.0,0.31
Rotavirus,vaccine_element_87,HLA-B*72,0.9,1618.0,0.08
Rotavirus,vaccine_element_87,HLA-B*52,0.93,360.0,0.2
Rotavirus,vaccine_element_87,HLA-A*54,0.47,782.0,0.09
Rotavirus,vaccine_element_87,HLA-B*60,0.63,1319.0,0.54
Rotavirus,vaccine_element_87,HLA-B*93,0.55,981.0,0.59
Rotavirus,vaccine_element_87,HLA-B*32,0.84,898.0,0.41
Rotavirus,vaccine_element_87,HLA-A*12,0.5,575.0,0.11
Rotavirus,vaccine_element_87,HLA-B*54,0.34,847.0,0.63
Rotavirus,vaccine_element_88,HLA-B*40,0.6,1523.0,0.09
Rotavirus,vaccine_element_88,HLA-B*49,0.6,1282.0,0.4
Rotavirus,vaccine_element_88,HLA-B*18,0.65,571.0,0.18
Rotavirus,vaccine_element_88,HLA-A*19,0.78,1100.0,0.43
Rotavirus,vaccine_element_88,HLA-A*40,0.76,455.0,0.53
Rotavirus,vaccine_element_88,HLA-B*33,0.99,1412.0,0.29
Rotavirus,vaccine_element_88,HLA-A*26,0.44,398.0,0.29
Rotavirus,vaccine_element_88,HLA-B*12,0.53,1756.0,0.52
Rotavirus,vaccine_element_88,HLA-B*97,0.74,1381.0,0.42
Rotavirus,vaccine_element_88,HLA-B*09,0.33,1083.0,0.25
Rotavirus,vaccine_element_88,HLA-B*89,0.46,1386.0,0.28
Rotavirus,vaccine_element_88,HLA-A*45,0.88,889.0,0.57
Rotavirus,vaccine_element_88,HLA-A*58,0.52,1760.0,0.19
Rotavirus,vaccine_element_88,HLA-A*81,0.8,1359.0,0.28
Rotavirus,vaccine_element_88,HLA-A*27,0.91,1811.0,0.41
Rotavirus,vaccine_element_88,HLA-B*50,0.35,1554.0,0.64
Rotavirus,vaccine_element_88,HLA-A*95,0.43,1416.0,0.36
Rotavirus,vaccine_element_88,HLA-B*81,0.91,902.0,0.09
Rotavirus,vaccine_element_88,HLA-B*29,0.52,305.0,0.63
Rotavirus,vaccine_element_88,HLA-B*51,0.64,866.0,0.5
Rotavirus,vaccine_element_88,HLA-A*44,0.84,1783.0,0.2
Rotavirus,vaccine_element_88,HLA-B*82,0.38,910.0,0.65
Rotavirus,vaccine_element_88,HLA-B*72,0.68,1157.0,0.52
Rotavirus,vaccine_element_88,HLA-B*52,0.48,801.0,0.54
Rotavirus,vaccine_element_88,HLA-A*54,0.43,893.0,0.54
Rotavirus,vaccine_element_88,HLA-B*60,0.73,1824.0,0.23
Rotavirus,vaccine_element_88,HLA-B*93,0.5,1613.0,0.14
Rotavirus,vaccine_element_88,HLA-B*32,0.55,361.0,0.12
Rotavirus,vaccine_element_88,HLA-A*12,0.91,1463.0,0.41
Rotavirus,vaccine_element_88,HLA-B*54,0.57,1517.0,0.04
Rotavirus,vaccine_element_89,HLA-B*40,0.88,1418.0,0.54
Rotavirus,vaccine_element_89,HLA-B*49,0.93,718.0,0.17
Rotavirus,vaccine_element_89,HLA-B*18,0.99,718.0,0.32
Rotavirus,vaccine_element_89,HLA-A*19,0.37,1581.0,0.44
Rotavirus,vaccine_element_89,HLA-A*40,0.78,695.0,0.39
Rotavirus,vaccine_element_89,HLA-B*33,0.66,1325.0,0.1
Rotavirus,vaccine_element_89,HLA-A*26,0.52,858.0,0.52
Rotavirus,vaccine_element_89,HLA-B*12,0.6,1097.0,0.3
Rotavirus,vaccine_element_89,HLA-B*97,0.89,1733.0,0.08
Rotavirus,vaccine_element_89,HLA-B*09,0.71,1950.0,0.09
Rotavirus,vaccine_element_89,HLA-B*89,0.83,1999.0,0.53
Rotavirus,vaccine_element_89,HLA-A*45,0.51,1730.0,0.58
Rotavirus,vaccine_element_89,HLA-A*58,0.66,1114.0,0.46
Rotavirus,vaccine_element_89,HLA-A*81,0.52,1627.0,0.03
Rotavirus,vaccine_element_89,HLA-A*27,0.62,1278.0,0.07
Rotavirus,vaccine_element_89,HLA-B*50,0.68,330.0,0.47
Rotavirus,vaccine_element_89,HLA-A*95,0.94,797.0,0.49
Rotavirus,vaccine_element_89,HLA-B*81,0.41,896.0,0.46
Rotavirus,vaccine_element_89,HLA-B*29,0.55,1086.0,0.58
Rotavirus,vaccine_element_89,HLA-B*51,0.96,1041.0,0.38
Rotavirus,vaccine_element_89,HLA-A*44,0.78,951.0,0.06
Rotavirus,vaccine_element_89,HLA-B*82,0.58,311.0,0.51
Rotavirus,vaccine_element_89,HLA-B*72,0.62,693.0,0.12
Rotavirus,vaccine_element_89,HLA-B*52,0.53,1168.0,0.63
Rotavirus,vaccine_element_89,HLA-A*54,0.46,1248.0,0.36
Rotavirus,vaccine_element_89,HLA-B*60,0.62,768.0,0.26
Rotavirus,vaccine_element_89,HLA-B*93,0.84,1963.0,0.16
Rotavirus,vaccine_element_89,HLA-B*32,0.97,362.0,0.11
Rotavirus,vaccine_element_89,HLA-A*12,0.92,1154.0,0.19
Rotavirus,vaccine_element_89,HLA-B*54,0.85,427.0,0.38
Rotavirus,vaccine_element_90,HLA-B*40,0.62,1620.0,0.22
Rotavirus,vaccine_element_90,HLA-B*49,0.45,933.0,0.23
Rotavirus,vaccine_element_90,HLA-B*18,0.43,848.0,0.43
Rotavirus,vaccine_element_90,HLA-A*19,0.73,1873.0,0.64
Rotavirus,vaccine_element_90,HLA-A*40,0.72,361.0,0.28
Rotavirus,vaccine_element_90,HLA-B*33,0.48,313.0,0.27
Rotavirus,vaccine_element_90,HLA-A*26,0.56,1698.0,0.62
Rotavirus,vaccine_element_90,HLA-B*12,0.54,1864.0,0.4
Rotavirus,vaccine_element_90,HLA-B*97,0.66,654.0,0.55
Rotavirus,vaccine_element_90,HLA-B*09,0.9,360.0,0.49
Rotavirus,vaccine_element_90,HLA-B*89,0.84,477.0,0.42
Rotavirus,vaccine_element_90,HLA-A*45,0.33,499.0,0.3
Rotavirus,vaccine_element_90,HLA-A*58,0.61,976.0,0.2
Rotavirus,vaccine_element_90,HLA-A*81,0.77,836.0,0.59
